'Time','PLETH',,,
'[21:31:13.288 2]',585,6083,-10,1
'[21:31:13.296 2]',575,6084,-9,0
'[21:31:13.304 2]',566,6085,-9,2
'[21:31:13.312 2]',557,6086,-7,-1
'[21:31:13.320 2]',550,6087,-8,0
'[21:31:13.328 2]',542,6088,-8,-1
'[21:31:13.336 2]',534,6089,-9,1
'[21:31:13.344 2]',525,6090,-8,0
'[21:31:13.352 2]',517,6091,-8,2
'[21:31:13.360 2]',509,6092,-6,1
'[21:31:13.368 2]',503,6093,-5,-1
'[21:31:13.376 2]',498,6094,-6,-1
'[21:31:13.384 2]',492,6095,-7,0
'[21:31:13.392 2]',485,6096,-7,-2
'[21:31:13.400 2]',478,6097,-9,0
'[21:31:13.408 2]',469,6098,-9,2
'[21:31:13.416 2]',460,6099,-7,-3
'[21:31:13.424 2]',453,6100,-10,0
'[21:31:13.432 2]',443,6101,-10,1
'[21:31:13.440 2]',433,6102,-9,4
'[21:31:13.448 2]',424,6103,-5,4
'[21:31:13.456 2]',419,6104,-1,4
'[21:31:13.464 2]',418,6105,3,6
'[21:31:13.472 2]',421,6106,9,8
'[21:31:13.480 2]',430,6107,17,5
'[21:31:13.488 2]',447,6108,22,4
'[21:31:13.496 2]',469,6109,26,-2
'[21:31:13.504 2]',495,6110,24,-1
'[21:31:13.512 2]',519,6111,23,0
'[21:31:13.520 2]',542,6112,23,-1
'[21:31:13.528 2]',565,6113,22,-5
'[21:31:13.536 2]',587,6114,17,-2
'[21:31:13.544 2]',604,6115,15,-4
'[21:31:13.552 2]',619,6116,11,-4
'[21:31:13.560 2]',630,6117,7,-1
'[21:31:13.568 2]',637,6118,6,-3
'[21:31:13.576 2]',643,6119,3,-2
'[21:31:13.584 2]',646,6120,1,-3
'[21:31:13.592 2]',647,6121,-2,-2
'[21:31:13.600 2]',645,6122,-4,0
'[21:31:13.608 2]',641,6123,-4,-2
'[21:31:13.616 2]',637,6124,-6,-1
'[21:31:13.624 2]',631,6125,-7,-2
'[21:31:13.632 2]',624,6126,-9,-2
'[21:31:13.640 2]',615,6127,-11,0
'[21:31:13.648 2]',604,6128,-11,2
'[21:31:13.656 2]',593,6129,-9,0
'[21:31:13.664 2]',584,6130,-9,2
'[21:31:13.672 2]',575,6131,-7,0
'[21:31:13.680 2]',568,6132,-7,1
'[21:31:13.688 2]',561,6133,-6,0
'[21:31:13.696 2]',555,6134,-6,0
'[21:31:13.704 2]',549,6135,-6,-1
'[21:31:13.712 2]',543,6136,-7,-1
'[21:31:13.720 2]',536,6137,-8,-1
'[21:31:13.728 2]',528,6138,-9,0
'[21:31:13.736 2]',519,6139,-9,1
'[21:31:13.744 2]',510,6140,-8,1
'[21:31:13.752 2]',502,6141,-7,0
'[21:31:13.760 2]',495,6142,-7,0
'[21:31:13.768 2]',488,6143,-7,0
'[21:31:13.776 2]',481,6144,-7,1
'[21:31:13.784 2]',474,6145,-6,1
'[21:31:13.792 2]',468,6146,-5,0
'[21:31:13.800 2]',463,6147,-5,1
'[21:31:13.808 2]',458,6148,-4,-2
'[21:31:13.816 2]',454,6149,-6,-1
'[21:31:13.824 2]',448,6150,-7,-1
'[21:31:13.832 2]',441,6151,-8,0
'[21:31:13.840 2]',433,6152,-8,2
'[21:31:13.848 2]',425,6153,-6,1
'[21:31:13.856 2]',419,6154,-5,4
'[21:31:13.864 2]',414,6155,-1,5
'[21:31:13.872 2]',413,6156,4,6
'[21:31:13.880 2]',417,6157,10,6
'[21:31:13.888 2]',427,6158,16,6
'[21:31:13.896 2]',443,6159,22,1
'[21:31:13.904 2]',465,6160,23,-1
'[21:31:13.912 2]',488,6161,22,5
'[21:31:13.920 2]',510,6162,27,-1
'[21:31:13.928 2]',537,6163,26,-2
'[21:31:13.936 2]',563,6164,24,-2
'[21:31:13.944 2]',587,6165,22,-4
'[21:31:13.952 2]',609,6166,18,-4
'[21:31:13.960 2]',627,6167,14,-1
'[21:31:13.968 2]',641,6168,13,-4
'[21:31:13.976 2]',654,6169,9,-2
'[21:31:13.984 2]',663,6170,7,-4
'[21:31:13.992 2]',670,6171,3,-2
'[21:31:14.000 2]',673,6172,1,-3
'[21:31:14.008 2]',674,6173,-2,-1
'[21:31:14.016 2]',672,6174,-3,-1
'[21:31:14.024 2]',669,6175,-4,0
'[21:31:14.032 2]',665,6176,-4,-10
'[21:31:14.040 2]',661,6177,-14,-5
'[21:31:14.048 2]',647,6178,-19,6
'[21:31:14.056 2]',628,6179,-13,2
'[21:31:14.064 2]',615,6180,-11,2
'[21:31:14.072 2]',604,6181,-9,1
'[21:31:14.080 2]',595,6182,-8,-1
'[21:31:14.088 2]',587,6183,-9,1
'[21:31:14.096 2]',578,6184,-8,0
'[21:31:14.104 2]',570,6185,-8,2
'[21:31:14.112 2]',562,6186,-6,-2
'[21:31:14.120 2]',556,6187,-8,1
'[21:31:14.128 2]',548,6188,-7,0
'[21:31:14.136 2]',541,6189,-7,0
'[21:31:14.144 2]',534,6190,-7,0
'[21:31:14.152 2]',527,6191,-7,-1
'[21:31:14.160 2]',520,6192,-8,-1
'[21:31:14.168 2]',512,6193,-9,2
'[21:31:14.176 2]',503,6194,-7,-2
'[21:31:14.184 2]',496,6195,-9,1
'[21:31:14.192 2]',487,6196,-8,2
'[21:31:14.200 2]',479,6197,-6,1
'[21:31:14.208 2]',473,6198,-5,-1
'[21:31:14.216 2]',468,6199,-6,1
'[21:31:14.224 2]',462,6200,-5,-1
'[21:31:14.232 2]',457,6201,-6,-1
'[21:31:14.240 2]',451,6202,-7,1
'[21:31:14.248 2]',444,6203,-6,-1
'[21:31:14.256 2]',438,6204,-7,0
'[21:31:14.264 2]',431,6205,-7,1
'[21:31:14.272 2]',424,6206,-6,5
'[21:31:14.280 2]',418,6207,-1,4
'[21:31:14.288 2]',417,6208,3,8
'[21:31:14.296 2]',420,6209,11,3
'[21:31:14.304 2]',431,6210,14,3
'[21:31:14.312 2]',445,6211,17,6
'[21:31:14.320 2]',462,6212,23,1
'[21:31:14.328 2]',485,6213,24,1
'[21:31:14.336 2]',509,6214,25,-4
'[21:31:14.344 2]',534,6215,21,-2
'[21:31:14.352 2]',555,6216,19,-4
'[21:31:14.360 2]',574,6217,15,-4
'[21:31:14.368 2]',589,6218,11,-2
'[21:31:14.376 2]',600,6219,9,-3
'[21:31:14.384 2]',609,6220,6,-3
'[21:31:14.392 2]',615,6221,3,-1
'[21:31:14.400 2]',618,6222,2,-3
'[21:31:14.408 2]',620,6223,-1,-1
'[21:31:14.416 2]',619,6224,-2,-2
'[21:31:14.424 2]',617,6225,-4,-2
'[21:31:14.432 2]',613,6226,-6,0
'[21:31:14.440 2]',607,6227,-6,0
'[21:31:14.448 2]',601,6228,-6,-1
'[21:31:14.456 2]',595,6229,-7,1
'[21:31:14.464 2]',588,6230,-6,-2
'[21:31:14.472 2]',582,6231,-8,0
'[21:31:14.480 2]',574,6232,-8,1
'[21:31:14.488 2]',566,6233,-7,-1
'[21:31:14.496 2]',559,6234,-8,1
'[21:31:14.504 2]',551,6235,-7,3
'[21:31:14.512 2]',544,6236,-4,-2
'[21:31:14.520 2]',540,6237,-6,0
'[21:31:14.528 2]',534,6238,-6,-1
'[21:31:14.536 2]',528,6239,-7,-1
'[21:31:14.544 2]',521,6240,-8,0
'[21:31:14.552 2]',513,6241,-8,1
'[21:31:14.560 2]',505,6242,-7,-2
'[21:31:14.568 2]',498,6243,-9,1
'[21:31:14.576 2]',489,6244,-8,1
'[21:31:14.584 2]',481,6245,-7,0
'[21:31:14.592 2]',474,6246,-7,2
'[21:31:14.600 2]',467,6247,-5,1
'[21:31:14.608 2]',462,6248,-4,1
'[21:31:14.616 2]',458,6249,-3,-2
'[21:31:14.624 2]',455,6250,-5,0
'[21:31:14.632 2]',450,6251,-5,0
'[21:31:14.640 2]',445,6252,-5,-3
'[21:31:14.648 2]',440,6253,-8,-1
'[21:31:14.656 2]',432,6254,-9,1
'[21:31:14.664 2]',423,6255,-8,1
'[21:31:14.672 2]',415,6256,-7,3
'[21:31:14.680 2]',408,6257,-4,4
'[21:31:14.688 2]',404,6258,0,5
'[21:31:14.696 2]',404,6259,5,3
'[21:31:14.704 2]',409,6260,8,5
'[21:31:14.712 2]',417,6261,13,7
'[21:31:14.720 2]',430,6262,20,5
'[21:31:14.728 2]',450,6263,25,1
'[21:31:14.736 2]',475,6264,26,1
'[21:31:14.744 2]',501,6265,27,-1
'[21:31:14.752 2]',528,6266,26,-2
'[21:31:14.760 2]',554,6267,24,-4
'[21:31:14.768 2]',578,6268,20,-3
'[21:31:14.776 2]',598,6269,17,-3
'[21:31:14.784 2]',615,6270,14,-4
'[21:31:14.792 2]',629,6271,10,-2
'[21:31:14.800 2]',639,6272,8,-3
'[21:31:14.808 2]',647,6273,5,-1
'[21:31:14.816 2]',652,6274,4,-3
'[21:31:14.824 2]',656,6275,1,-2
'[21:31:14.832 2]',657,6276,-1,-2
'[21:31:14.840 2]',656,6277,-3,-2
'[21:31:14.848 2]',653,6278,-5,-2
'[21:31:14.856 2]',648,6279,-7,-1
'[21:31:14.864 2]',641,6280,-8,1
'[21:31:14.872 2]',633,6281,-7,-2
'[21:31:14.880 2]',626,6282,-9,1
'[21:31:14.888 2]',617,6283,-8,1
'[21:31:14.896 2]',609,6284,-7,1
'[21:31:14.904 2]',602,6285,-6,-1
'[21:31:14.912 2]',596,6286,-7,1
'[21:31:14.920 2]',589,6287,-6,-2
'[21:31:14.928 2]',583,6288,-8,1
'[21:31:14.936 2]',575,6289,-7,1
'[21:31:14.944 2]',568,6290,-6,-1
'[21:31:14.952 2]',562,6291,-7,-1
'[21:31:14.960 2]',555,6292,-8,1
'[21:31:14.968 2]',547,6293,-7,-2
'[21:31:14.976 2]',540,6294,-9,1
'[21:31:14.984 2]',531,6295,-8,-1
'[21:31:14.992 2]',523,6296,-9,2
'[21:31:15.000 2]',514,6297,-7,0
'[21:31:15.008 2]',507,6298,-7,0
'[21:31:15.016 2]',500,6299,-7,-1
'[21:31:15.024 2]',493,6300,-8,1
'[21:31:15.032 2]',485,6301,-7,1
'[21:31:15.040 2]',478,6302,-6,-1
'[21:31:15.048 2]',472,6303,-7,-1
'[21:31:15.056 2]',465,6304,-8,-1
'[21:31:15.064 2]',457,6305,-9,-2
'[21:31:15.072 2]',448,6306,-11,2
'[21:31:15.080 2]',437,6307,-9,2
'[21:31:15.088 2]',428,6308,-7,2
'[21:31:15.096 2]',421,6309,-5,5
'[21:31:15.104 2]',416,6310,0,4
'[21:31:15.112 2]',416,6311,4,5
'[21:31:15.120 2]',420,6312,9,6
'[21:31:15.128 2]',429,6313,15,4
'[21:31:15.136 2]',444,6314,19,5
'[21:31:15.144 2]',463,6315,24,1
'[21:31:15.152 2]',487,6316,25,2
'[21:31:15.160 2]',512,6317,27,-3
'[21:31:15.168 2]',539,6318,24,-2
'[21:31:15.176 2]',563,6319,22,-6
'[21:31:15.184 2]',585,6320,16,-4
'[21:31:15.192 2]',601,6321,12,-4
'[21:31:15.200 2]',613,6322,8,-4
'[21:31:15.208 2]',621,6323,4,-1
'[21:31:15.216 2]',625,6324,3,-2
'[21:31:15.224 2]',628,6325,1,-1
'[21:31:15.232 2]',629,6326,0,-1
'[21:31:15.240 2]',629,6327,-1,-2
'[21:31:15.248 2]',628,6328,-3,-1
'[21:31:15.256 2]',625,6329,-4,-1
'[21:31:15.264 2]',621,6330,-5,-1
'[21:31:15.272 2]',616,6331,-6,-1
'[21:31:15.280 2]',610,6332,-7,0
'[21:31:15.288 2]',603,6333,-7,0
'[21:31:15.296 2]',596,6334,-7,1
'[21:31:15.304 2]',589,6335,-6,0
'[21:31:15.312 2]',583,6336,-6,-2
'[21:31:15.320 2]',577,6337,-8,-1
'[21:31:15.328 2]',569,6338,-9,-1
'[21:31:15.336 2]',560,6339,-10,2
'[21:31:15.344 2]',550,6340,-8,0
'[21:31:15.352 2]',542,6341,-8,-1
'[21:31:15.360 2]',534,6342,-9,0
'[21:31:15.368 2]',525,6343,-9,1
'[21:31:15.376 2]',516,6344,-8,0
'[21:31:15.384 2]',508,6345,-8,1
'[21:31:15.392 2]',500,6346,-7,1
'[21:31:15.400 2]',493,6347,-6,1
'[21:31:15.408 2]',487,6348,-5,-1
'[21:31:15.416 2]',482,6349,-6,2
'[21:31:15.424 2]',476,6350,-4,-1
'[21:31:15.432 2]',472,6351,-5,0
'[21:31:15.440 2]',467,6352,-5,0
'[21:31:15.448 2]',462,6353,-5,-1
'[21:31:15.456 2]',457,6354,-6,-1
'[21:31:15.464 2]',451,6355,-7,1
'[21:31:15.472 2]',444,6356,-6,-1
'[21:31:15.480 2]',438,6357,-7,-1
'[21:31:15.488 2]',431,6358,-8,2
'[21:31:15.496 2]',423,6359,-6,2
'[21:31:15.504 2]',417,6360,-4,0
'[21:31:15.512 2]',413,6361,-4,3
'[21:31:15.520 2]',409,6362,-1,5
'[21:31:15.528 2]',408,6363,4,6
'[21:31:15.536 2]',412,6364,10,7
'[21:31:15.544 2]',422,6365,17,5
'[21:31:15.552 2]',439,6366,22,6
'[21:31:15.560 2]',461,6367,28,1
'[21:31:15.568 2]',489,6368,29,-1
'[21:31:15.576 2]',518,6369,28,-2
'[21:31:15.584 2]',546,6370,26,-5
'[21:31:15.592 2]',572,6371,21,-4
'[21:31:15.600 2]',593,6372,17,-6
'[21:31:15.608 2]',610,6373,11,-2
'[21:31:15.616 2]',621,6374,9,-2
'[21:31:15.624 2]',630,6375,7,-1
'[21:31:15.632 2]',637,6376,6,-2
'[21:31:15.640 2]',643,6377,4,-1
'[21:31:15.648 2]',647,6378,3,-2
'[21:31:15.656 2]',650,6379,1,-2
'[21:31:15.664 2]',651,6380,-1,-2
'[21:31:15.672 2]',650,6381,-3,-1
'[21:31:15.680 2]',647,6382,-4,-3
'[21:31:15.688 2]',643,6383,-7,1
'[21:31:15.696 2]',636,6384,-6,-1
'[21:31:15.704 2]',630,6385,-7,-1
'[21:31:15.712 2]',623,6386,-8,0
'[21:31:15.720 2]',615,6387,-8,0
'[21:31:15.728 2]',607,6388,-8,1
'[21:31:15.736 2]',599,6389,-7,1
'[21:31:15.744 2]',592,6390,-6,-1
'[21:31:15.752 2]',586,6391,-7,-1
'[21:31:15.760 2]',579,6392,-8,0
'[21:31:15.768 2]',571,6393,-8,-1
'[21:31:15.776 2]',563,6394,-9,0
'[21:31:15.784 2]',554,6395,-9,2
'[21:31:15.792 2]',545,6396,-7,-1
'[21:31:15.800 2]',538,6397,-8,1
'[21:31:15.808 2]',530,6398,-7,0
'[21:31:15.816 2]',523,6399,-7,-2
'[21:31:15.824 2]',516,6400,-9,2
'[21:31:15.832 2]',507,6401,-7,-1
'[21:31:15.840 2]',500,6402,-8,1
'[21:31:15.848 2]',492,6403,-7,0
'[21:31:15.856 2]',485,6404,-7,0
'[21:31:15.864 2]',478,6405,-7,1
'[21:31:15.872 2]',471,6406,-6,-1
'[21:31:15.880 2]',465,6407,-7,0
'[21:31:15.888 2]',458,6408,-7,-1
'[21:31:15.896 2]',451,6409,-8,0
'[21:31:15.904 2]',443,6410,-8,-1
'[21:31:15.912 2]',435,6411,-9,2
'[21:31:15.920 2]',426,6412,-7,2
'[21:31:15.928 2]',419,6413,-5,5
'[21:31:15.936 2]',414,6414,0,5
'[21:31:15.944 2]',414,6415,5,7
'[21:31:15.952 2]',419,6416,12,7
'[21:31:15.960 2]',431,6417,19,3
'[21:31:15.968 2]',450,6418,22,5
'[21:31:15.976 2]',472,6419,27,-1
'[21:31:15.984 2]',499,6420,26,-2
'[21:31:15.992 2]',525,6421,24,-4
'[21:31:16.000 2]',549,6422,20,-5
'[21:31:16.008 2]',569,6423,15,-3
'[21:31:16.016 2]',584,6424,12,-2
'[21:31:16.024 2]',596,6425,10,-2
'[21:31:16.032 2]',606,6426,8,-3
'[21:31:16.040 2]',614,6427,5,-3
'[21:31:16.048 2]',619,6428,2,0
'[21:31:16.056 2]',621,6429,2,-2
'[21:31:16.064 2]',623,6430,0,-2
'[21:31:16.072 2]',623,6431,-2,-2
'[21:31:16.080 2]',621,6432,-4,-10
'[21:31:16.088 2]',617,6433,-14,-3
'[21:31:16.096 2]',603,6434,-17,5
'[21:31:16.104 2]',586,6435,-12,1
'[21:31:16.112 2]',574,6436,-11,3
'[21:31:16.120 2]',563,6437,-8,0
'[21:31:16.128 2]',555,6438,-8,1
'[21:31:16.136 2]',547,6439,-7,-1
'[21:31:16.144 2]',540,6440,-8,1
'[21:31:16.152 2]',532,6441,-7,-2
'[21:31:16.160 2]',525,6442,-9,2
'[21:31:16.168 2]',516,6443,-7,0
'[21:31:16.176 2]',509,6444,-7,1
'[21:31:16.184 2]',502,6445,-6,-1
'[21:31:16.192 2]',496,6446,-7,1
'[21:31:16.200 2]',489,6447,-6,1
'[21:31:16.208 2]',483,6448,-5,0
'[21:31:16.216 2]',478,6449,-5,-2
'[21:31:16.224 2]',473,6450,-7,-1
'[21:31:16.232 2]',466,6451,-8,2
'[21:31:16.240 2]',458,6452,-6,-1
'[21:31:16.248 2]',452,6453,-7,1
'[21:31:16.256 2]',445,6454,-6,-1
'[21:31:16.264 2]',439,6455,-7,1
'[21:31:16.272 2]',432,6456,-6,-2
'[21:31:16.280 2]',426,6457,-8,1
'[21:31:16.288 2]',418,6458,-7,-1
'[21:31:16.296 2]',411,6459,-8,1
'[21:31:16.304 2]',403,6460,-7,0
'[21:31:16.312 2]',396,6461,-7,1
'[21:31:16.320 2]',389,6462,-6,1
'[21:31:16.328 2]',383,6463,-5,0
'[21:31:16.336 2]',378,6464,-5,3
'[21:31:16.344 2]',373,6465,-2,4
'[21:31:16.352 2]',371,6466,2,6
'[21:31:16.360 2]',373,6467,8,4
'[21:31:16.368 2]',381,6468,12,6
'[21:31:16.376 2]',393,6469,18,3
'[21:31:16.384 2]',411,6470,21,4
'[21:31:16.392 2]',432,6471,25,-4
'[21:31:16.400 2]',457,6472,21,0
'[21:31:16.408 2]',478,6473,21,-1
'[21:31:16.416 2]',499,6474,20,1
'[21:31:16.424 2]',519,6475,21,-4
'[21:31:16.432 2]',540,6476,17,-1
'[21:31:16.440 2]',557,6477,16,-3
'[21:31:16.448 2]',573,6478,13,-4
'[21:31:16.456 2]',586,6479,9,-1
'[21:31:16.464 2]',595,6480,8,-3
'[21:31:16.472 2]',603,6481,5,-3
'[21:31:16.480 2]',608,6482,2,-3
'[21:31:16.488 2]',610,6483,-1,-2
'[21:31:16.496 2]',609,6484,-3,-2
'[21:31:16.504 2]',606,6485,-5,-1
'[21:31:16.512 2]',601,6486,-6,-2
'[21:31:16.520 2]',595,6487,-8,2
'[21:31:16.528 2]',587,6488,-6,-1
'[21:31:16.536 2]',581,6489,-7,1
'[21:31:16.544 2]',574,6490,-6,-1
'[21:31:16.552 2]',568,6491,-7,1
'[21:31:16.560 2]',561,6492,-6,0
'[21:31:16.568 2]',555,6493,-6,0
'[21:31:16.576 2]',549,6494,-6,0
'[21:31:16.584 2]',543,6495,-6,-2
'[21:31:16.592 2]',537,6496,-8,0
'[21:31:16.600 2]',529,6497,-8,0
'[21:31:16.608 2]',521,6498,-8,0
'[21:31:16.616 2]',513,6499,-8,2
'[21:31:16.624 2]',505,6500,-6,-1
'[21:31:16.632 2]',499,6501,-7,0
'[21:31:16.640 2]',492,6502,-7,-1
'[21:31:16.648 2]',485,6503,-8,0
'[21:31:16.656 2]',477,6504,-8,0
'[21:31:16.664 2]',469,6505,-8,1
'[21:31:16.672 2]',461,6506,-7,0
'[21:31:16.680 2]',454,6507,-7,0
'[21:31:16.688 2]',447,6508,-7,1
'[21:31:16.696 2]',440,6509,-6,0
'[21:31:16.704 2]',434,6510,-6,-2
'[21:31:16.712 2]',428,6511,-8,1
'[21:31:16.720 2]',420,6512,-7,-1
'[21:31:16.728 2]',413,6513,-8,-1
'[21:31:16.736 2]',405,6514,-9,1
'[21:31:16.744 2]',396,6515,-8,3
'[21:31:16.752 2]',388,6516,-5,2
'[21:31:16.760 2]',383,6517,-3,4
'[21:31:16.768 2]',380,6518,1,4
'[21:31:16.776 2]',381,6519,5,6
'[21:31:16.784 2]',386,6520,11,5
'[21:31:16.792 2]',397,6521,16,1
'[21:31:16.800 2]',413,6522,17,1
'[21:31:16.808 2]',430,6523,18,2
'[21:31:16.816 2]',448,6524,20,3
'[21:31:16.824 2]',468,6525,23,-3
'[21:31:16.832 2]',491,6526,20,-2
'[21:31:16.840 2]',511,6527,18,-3
'[21:31:16.848 2]',529,6528,15,-2
'[21:31:16.856 2]',544,6529,13,-4
'[21:31:16.864 2]',557,6530,9,-3
'[21:31:16.872 2]',566,6531,6,-3
'[21:31:16.880 2]',572,6532,3,-2
'[21:31:16.888 2]',575,6533,1,-2
'[21:31:16.896 2]',576,6534,-1,-1
'[21:31:16.904 2]',575,6535,-2,0
'[21:31:16.912 2]',573,6536,-2,-1
'[21:31:16.920 2]',571,6537,-3,-1
'[21:31:16.928 2]',568,6538,-4,-2
'[21:31:16.936 2]',564,6539,-6,1
'[21:31:16.944 2]',558,6540,-5,-1
'[21:31:16.952 2]',553,6541,-6,0
'[21:31:16.960 2]',547,6542,-6,0
'[21:31:16.968 2]',541,6543,-6,0
'[21:31:16.976 2]',535,6544,-6,-2
'[21:31:16.984 2]',529,6545,-8,0
'[21:31:16.992 2]',521,6546,-8,1
'[21:31:17.000 2]',513,6547,-7,1
'[21:31:17.008 2]',506,6548,-6,-1
'[21:31:17.016 2]',500,6549,-7,-1
'[21:31:17.024 2]',493,6550,-8,0
'[21:31:17.032 2]',485,6551,-8,0
'[21:31:17.040 2]',477,6552,-8,0
'[21:31:17.048 2]',469,6553,-8,3
'[21:31:17.056 2]',461,6554,-5,-1
'[21:31:17.064 2]',456,6555,-6,1
'[21:31:17.072 2]',450,6556,-5,1
'[21:31:17.080 2]',445,6557,-4,-1
'[21:31:17.088 2]',441,6558,-5,0
'[21:31:17.096 2]',436,6559,-5,0
'[21:31:17.104 2]',431,6560,-5,0
'[21:31:17.112 2]',426,6561,-5,-3
'[21:31:17.120 2]',421,6562,-8,1
'[21:31:17.128 2]',413,6563,-7,-1
'[21:31:17.136 2]',406,6564,-8,0
'[21:31:17.144 2]',398,6565,-8,1
'[21:31:17.152 2]',390,6566,-7,0
'[21:31:17.160 2]',383,6567,-7,2
'[21:31:17.168 2]',376,6568,-5,3
'[21:31:17.176 2]',371,6569,-2,2
'[21:31:17.184 2]',369,6570,0,2
'[21:31:17.192 2]',369,6571,2,5
'[21:31:17.200 2]',371,6572,7,5
'[21:31:17.208 2]',378,6573,12,6
'[21:31:17.216 2]',390,6574,18,5
'[21:31:17.224 2]',408,6575,23,5
'[21:31:17.232 2]',431,6576,28,1
'[21:31:17.240 2]',459,6577,29,-3
'[21:31:17.248 2]',488,6578,26,-2
'[21:31:17.256 2]',514,6579,24,-4
'[21:31:17.264 2]',538,6580,20,-5
'[21:31:17.272 2]',558,6581,15,-3
'[21:31:17.280 2]',573,6582,12,-4
'[21:31:17.288 2]',585,6583,8,-2
'[21:31:17.296 2]',593,6584,6,-3
'[21:31:17.304 2]',599,6585,3,-1
'[21:31:17.312 2]',602,6586,2,-3
'[21:31:17.320 2]',604,6587,-1,-1
'[21:31:17.328 2]',603,6588,-2,-2
'[21:31:17.336 2]',601,6589,-4,-2
'[21:31:17.344 2]',597,6590,-6,2
'[21:31:17.352 2]',591,6591,-4,-2
'[21:31:17.360 2]',587,6592,-6,0
'[21:31:17.368 2]',581,6593,-6,0
'[21:31:17.376 2]',575,6594,-6,0
'[21:31:17.384 2]',569,6595,-6,0
'[21:31:17.392 2]',563,6596,-6,-1
'[21:31:17.400 2]',557,6597,-7,-1
'[21:31:17.408 2]',550,6598,-8,-2
'[21:31:17.416 2]',542,6599,-10,1
'[21:31:17.424 2]',532,6600,-9,0
'[21:31:17.432 2]',523,6601,-9,2
'[21:31:17.440 2]',514,6602,-7,0
'[21:31:17.448 2]',507,6603,-7,1
'[21:31:17.456 2]',500,6604,-6,1
'[21:31:17.464 2]',494,6605,-5,0
'[21:31:17.472 2]',489,6606,-5,-1
'[21:31:17.480 2]',484,6607,-6,0
'[21:31:17.488 2]',478,6608,-6,-1
'[21:31:17.496 2]',472,6609,-7,1
'[21:31:17.504 2]',465,6610,-6,-1
'[21:31:17.512 2]',459,6611,-7,-1
'[21:31:17.520 2]',452,6612,-8,0
'[21:31:17.528 2]',444,6613,-8,0
'[21:31:17.536 2]',436,6614,-8,0
'[21:31:17.544 2]',428,6615,-8,1
'[21:31:17.552 2]',420,6616,-7,-3
'[21:31:17.560 2]',413,6617,-10,1
'[21:31:17.568 2]',403,6618,-9,0
'[21:31:17.576 2]',394,6619,-9,2
'[21:31:17.584 2]',385,6620,-7,3
'[21:31:17.592 2]',378,6621,-4,3
'[21:31:17.600 2]',374,6622,-1,3
'[21:31:17.608 2]',373,6623,2,6
'[21:31:17.616 2]',375,6624,8,6
'[21:31:17.624 2]',383,6625,14,4
'[21:31:17.632 2]',397,6626,18,5
'[21:31:17.640 2]',415,6627,23,0
'[21:31:17.648 2]',438,6628,23,1
'[21:31:17.656 2]',461,6629,24,-2
'[21:31:17.664 2]',485,6630,22,-3
'[21:31:17.672 2]',507,6631,19,-3
'[21:31:17.680 2]',526,6632,16,-4
'[21:31:17.688 2]',542,6633,12,-3
'[21:31:17.696 2]',554,6634,9,-3
'[21:31:17.704 2]',563,6635,6,-1
'[21:31:17.712 2]',569,6636,5,-2
'[21:31:17.720 2]',574,6637,3,-1
'[21:31:17.728 2]',577,6638,2,-3
'[21:31:17.736 2]',579,6639,-1,-2
'[21:31:17.744 2]',578,6640,-3,-1
'[21:31:17.752 2]',575,6641,-4,-1
'[21:31:17.760 2]',571,6642,-5,0
'[21:31:17.768 2]',566,6643,-5,-2
'[21:31:17.776 2]',561,6644,-7,-2
'[21:31:17.784 2]',554,6645,-9,2
'[21:31:17.792 2]',545,6646,-7,-2
'[21:31:17.800 2]',538,6647,-9,0
'[21:31:17.808 2]',529,6648,-9,1
'[21:31:17.816 2]',520,6649,-8,-1
'[21:31:17.824 2]',512,6650,-9,2
'[21:31:17.832 2]',503,6651,-7,0
'[21:31:17.840 2]',496,6652,-7,0
'[21:31:17.848 2]',489,6653,-7,1
'[21:31:17.856 2]',482,6654,-6,-1
'[21:31:17.864 2]',476,6655,-7,0
'[21:31:17.872 2]',469,6656,-7,1
'[21:31:17.880 2]',462,6657,-6,-1
'[21:31:17.888 2]',456,6658,-7,2
'[21:31:17.896 2]',449,6659,-5,1
'[21:31:17.904 2]',444,6660,-4,0
'[21:31:17.912 2]',440,6661,-4,-1
'[21:31:17.920 2]',436,6662,-5,0
'[21:31:17.928 2]',431,6663,-5,-2
'[21:31:17.936 2]',426,6664,-7,0
'[21:31:17.944 2]',419,6665,-7,-1
'[21:31:17.952 2]',412,6666,-8,-1
'[21:31:17.960 2]',404,6667,-9,1
'[21:31:17.968 2]',395,6668,-8,1
'[21:31:17.976 2]',387,6669,-7,1
'[21:31:17.984 2]',380,6670,-6,2
'[21:31:17.992 2]',374,6671,-4,1
'[21:31:18.000 2]',370,6672,-3,-1
'[21:31:18.008 2]',367,6673,-4,3
'[21:31:18.016 2]',363,6674,-1,3
'[21:31:18.024 2]',362,6675,2,5
'[21:31:18.032 2]',364,6676,7,6
'[21:31:18.040 2]',371,6677,13,6
'[21:31:18.048 2]',384,6678,19,3
'[21:31:18.056 2]',403,6679,22,4
'[21:31:18.064 2]',425,6680,26,-2
'[21:31:18.072 2]',451,6681,24,0
'[21:31:18.080 2]',475,6682,24,-3
'[21:31:18.088 2]',499,6683,21,-4
'[21:31:18.096 2]',520,6684,17,-4
'[21:31:18.104 2]',537,6685,13,0
'[21:31:18.112 2]',550,6686,13,-2
